Url,DA,PA,MozRank,LinksIn,Equity,Alexa Rank,A Links,A CNT,A CNT RANK,SemRush Domain,SR Rank,SR KWords,SR Traffic,SR Costs,SR ULinks,SR HLinks,SR DLinks
0000000000000000.com,5,13,1.3,60,6,18828153,N/A,na,N/A,notfound,0,0,0,0,401,401,447
000020.net,1,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,3
0001010.com,1,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,3,12
0007Events.com,1,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,22
001Derful.com,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,18
001Dxw.com,1,28,2.8,2194,3,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,31
001k3.com,1,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,6
0021Cn.com,2,46,4.6,2612,2608,unknown,unknown,unknown,unknown,notfound,0,0,0,0,17992,17992,17994
002955.net,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,3,3,3
002k3.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,5
003606.com,5,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,8
003App.com,4,3,0.3,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,3,3,3
00432A.com,1,8,0.8,2,2,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,3
0050060.com,4,6,0.6,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,2
0050061.com,4,6,0.6,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,2
0050062.com,4,6,0.6,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,2
0050063.com,4,6,0.6,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,2
0050065.com,4,6,0.6,178,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,2
0050067.com,4,6,0.6,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,2
0050068.com,4,6,0.6,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,5,5,5
0050069.com,4,6,0.6,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,3
0058006.com,4,6,0.6,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,2
0058520.com,4,6,0.6,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,2
006285.net,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,3
006422.net,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,3,3,4
00688.net,1,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
007-Best.com,1,3,0.3,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,4
007049.com,1,21,2.1,2,2,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,2
007780.net,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
0078578.com,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
0078678.com,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
007Bulu.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
007Suma.com,2,3,0.3,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,8,8,8
0086Pos.net,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
0088Vr.com,1,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
008S.net,1,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,2
009766.net,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,2
01-Date.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
01-Friend.com,4,3,0.3,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,27
01-Love.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,6
010-Zuche.com,4,6,0.6,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,5,5,5
01039393001.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
01062016.com,1,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
01063338888.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
01099222816.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
010Dxbw.com,1,34,3.4,51,51,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,23
010Dxbys.com,1,34,3.4,36,35,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,17
010Dxbzl.com,1,30,3,13,12,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,15
010h5.com,1,30,3,92,92,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,2
010Jhdx.com,1,33,3.3,33,32,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,15
010Jhdxb.com,1,33,3.3,32,31,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,16
010Jhyw.com,1,33,3.3,39,35,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,15
010Lian.com,2,7,0.7,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,7,7,14
010Xzoy.net,4,18,1.8,2,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,589
011269.net,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,2
011Hc.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
0123456789V.com,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,13
0123456789X.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,12
012Hc.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
014664.net,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,2
01500W.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
015167.net,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,2
0151878.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
015567.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,3,3,8
017652.net,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,2
018113.com,1,43,4.3,274,274,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,3
018225.com,1,43,4.3,266,266,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,3
018337.com,1,44,4.4,437,437,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,3
018801.com,1,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,3
018992.com,1,25,2.5,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,3
018993.com,1,25,2.5,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,3
019567.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,8
019925.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,2
01esW.com,9,14,1.4,5483,233,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,231,255
01Fz.com,3,5,0.5,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,3,3,32
01Lens.com,2,5,0.5,13,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,1
01Makers.com,1,4,0.4,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
01Ty.com,3,11,1.1,3,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,5,5,7
020-Audio.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
020-Lab.com,1,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,11
0201988.com,6,9,0.9,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,8,8,9
02091.net,3,8,0.8,2,2,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
020JlDz.com,7,14,1.4,2,2,unknown,unknown,unknown,unknown,notfound,0,0,0,0,11,11,18
020Kids.com,11,14,1.4,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,4,95,168
020Pl.com,1,9,0.9,244,2,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,35
020Ruiz.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
020sHiJing.com,2,7,0.7,2,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,21
020Xtkj.com,5,3,0.3,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,5,5,7
020Yhjy.com,1,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
021423.net,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,4
0218818.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,3,3,3
02188883100.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
021Haoyi.net,1,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,3,3,5
021Hxzc.com,7,6,0.6,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,8
021Snsn.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
023Hexin.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,3,3,7
023Hnbhxk.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,13
023PcC.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
023Sports.com,5,16,1.6,1,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,132
024484242.com,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,1
0248888.com,2,6,0.6,72,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,5,5,11
024Floor.com,7,10,1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,3,3,1355
024Jita.com,1,13,1.3,16,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,163,166
024Pifa.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,5,5,7
024Xyx.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
02500W.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
025Banjia.com,1,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,5,5,9
025Ft.com,3,9,0.9,1,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,285,289
026Link.com,1,8,0.8,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,5,5,15
027Jazz.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,4,4,18
027Ksw.com,3,12,1.2,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,10,10,21
027Youjia.com,7,14,1.4,3,3,unknown,unknown,unknown,unknown,notfound,0,0,0,0,10,10,45
028816.net,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,2
028Bpo.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
028Huayi.com,5,18,1.8,5,5,unknown,unknown,unknown,unknown,notfound,0,0,0,0,12,12,49
028Weaver.com,4,6,0.6,1,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,162
028Ymbl.com,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,1
029387.com,1,8,0.8,2,2,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,2
029Bjw.com,1,7,0.7,301,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,3,3,12
029Bpo.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,1
029Huahao.com,7,13,1.3,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,37
029Shuashua.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
029ShuxInge.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
029Xhjd.com,2,12,1.2,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,8,8,17
029Xyjlyynk.com,1,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
029XyqdjL.com,1,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
029Xyqdjlyy.com,1,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
02Db.com,1,14,1.4,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,10,10,19
02Hp.com,3,17,1.7,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,7,7,18
02Wu.com,2,3,0.3,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
0310Cmw.com,1,12,1.2,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,7
0310Life.com,1,14,1.4,2,2,unknown,unknown,unknown,unknown,notfound,0,0,0,0,7,7,14
0311-85881393.com,1,23,2.3,1,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,5,5,5
031624.net,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,2
032P.com,2,3,0.3,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,4
034wv0.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
03500W.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
035311.net,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,3
036244.net,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,5
036567.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,4,4,5
0371-114.com,2,6,0.6,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,27
0371Dog.com,3,16,1.6,4,3,unknown,unknown,unknown,unknown,notfound,0,0,0,0,4,5,38
0371Yes.com,2,5,0.5,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,11
037225.net,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,4
03777Gy.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,6
03Bk.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
03FlecHas.com,2,6,0.6,2,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,2
03v5k1.com,1,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
03Wxp.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
0413TaoHappy.com,1,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,3,3,7
0416Zj.com,3,14,1.4,3,3,unknown,unknown,unknown,unknown,notfound,0,0,0,0,12,12,27
0420I.net,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,10
043521.net,4,9,0.9,3,3,unknown,unknown,unknown,unknown,notfound,0,0,0,0,6,6,7
04500W.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,4
0451Bjt.com,1,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,4
0451Xx.net,2,6,0.6,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,6,6,6
0459Tk.com,2,16,1.6,4,4,unknown,unknown,unknown,unknown,notfound,0,0,0,0,9,9,17
0472Sl.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
0478Us.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
0478Us.net,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
04Ds.com,6,12,1.2,87,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,3,3,15
04Sox.com,4,5,0.5,194,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,7
0512Hds.com,1,10,1,58,4,unknown,unknown,unknown,unknown,notfound,0,0,0,0,12,12,16
0513Eu.com,2,4,0.4,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,4
0513Hfj.com,1,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,3
0515Fck.com,1,29,2.9,12,11,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,18
0516999.com,3,8,0.8,2,2,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
0516Xzw.com,1,11,1.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,1
051803.net,1,8,0.8,3,3,unknown,unknown,unknown,unknown,notfound,0,0,0,0,6,6,8
051846.net,1,8,0.8,3,3,unknown,unknown,unknown,unknown,notfound,0,0,0,0,6,6,7
0527Jx.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
0530Xw.com,2,10,1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,1
0535Nkw.com,1,28,2.8,10,9,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,23
0537Gs.com,1,1,0.1,0,0,unknown,unknown,unknown,unknown,0537gs.com,59207077,5,0,0,5,5,12
0537Wb.com,2,16,1.6,4,4,unknown,unknown,unknown,unknown,notfound,0,0,0,0,10,10,27
05500W.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
0550Jjdz.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
0554Yujia.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
056117.net,1,8,0.8,3,3,unknown,unknown,unknown,unknown,notfound,0,0,0,0,6,6,6
056285.net,1,8,0.8,3,3,unknown,unknown,unknown,unknown,notfound,0,0,0,0,6,6,7
0563leJu.com,1,6,0.6,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,7,7,34
056889.net,1,8,0.8,3,3,unknown,unknown,unknown,unknown,notfound,0,0,0,0,6,6,6
0574TianLan.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
0574Xq.com,2,16,1.6,5,5,unknown,unknown,unknown,unknown,notfound,0,0,0,0,10,10,18
0574Xs.com,2,9,0.9,2,2,unknown,unknown,unknown,unknown,notfound,0,0,0,0,6,6,11
0576Jdly.com,1,10,1,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,3,3,129
0579Baidu.com,1,19,1.9,13,13,unknown,unknown,unknown,unknown,notfound,0,0,0,0,9,9,20
0579TeChan.com,1,13,1.3,2,2,unknown,unknown,unknown,unknown,notfound,0,0,0,0,8,8,19
0579Zp.com,1,4,0.4,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,8,8,21
0591Xueche.com,1,5,0.5,5,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,2,2,3
0592Chaye.com,2,10,1,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,3,3,6
0592Kun.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
0592Zfcy.com,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,1
0593Love.com,1,30,3,3945,8,unknown,unknown,unknown,unknown,notfound,0,0,0,0,7,7,63
0594Kc.com,3,5,0.5,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,4,4,742
0595Chaye.com,6,12,1.2,15,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,10,10,157
0595Zfcy.com,1,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,1
0596005.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
06-12-10.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,0
060013.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,3
060025.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,3
060052.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,3
060053.com,1,25,2.5,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,3
060054.com,2,5,0.5,1,1,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,2
060083.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,4
060085.com,0,1,0.1,0,0,unknown,unknown,unknown,unknown,notfound,0,0,0,0,0,0,3
060087.com,2,5,0.5,2,2,unknown,unknown,unknown,unknown,notfound,0,0,0,0,1,1,4
